deployment,worker_count,concurrency,mode,run_index,request_index,prefix_group,status,error,http_status,backend,route_reason,backend_outstanding_at_route,queue_depth_at_route,input_tokens,requested_output_tokens,output_tokens,ttft_seconds,tpot_seconds,e2e_seconds
aws-a10g-4gpu,4,8,continuous,2,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.050932128999875204,0.03588967429921353,4.6089207649999935
aws-a10g-4gpu,4,8,continuous,2,2,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.1014536400000452,0.03639096145669344,4.723105745000112
aws-a10g-4gpu,4,8,continuous,2,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10054234199992607,0.03639107051181123,4.722208296999952
aws-a10g-4gpu,4,8,continuous,2,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.08745322400000077,0.035859906606298515,4.641661362999912
aws-a10g-4gpu,4,8,continuous,2,5,1,ok,,200,worker-1,prefix_affinity,2,1,512,128,128,0.12282773600009023,0.035840868417321904,4.6746180249999725
aws-a10g-4gpu,4,8,continuous,2,6,2,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.05777234799984399,0.03420083393700769,4.40127825799982
aws-a10g-4gpu,4,8,continuous,2,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.05677224800001568,0.03643544779527646,4.684074118000126
aws-a10g-4gpu,4,8,continuous,3,0,0,ok,,200,worker-2,prefix_affinity,1,0,512,128,128,0.05058094199989682,0.035911073700787714,4.611287301999937
aws-a10g-4gpu,4,8,continuous,3,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.051441999999951804,0.03590646179527611,4.611562648000017
aws-a10g-4gpu,4,8,continuous,3,2,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10115692399995169,0.03638660899212582,4.722256265999931
aws-a10g-4gpu,4,8,continuous,3,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10026306600002499,0.03638662954330622,4.721365017999915
aws-a10g-4gpu,4,8,continuous,3,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.08770060899996679,0.035872083228345376,4.6434551789998295
aws-a10g-4gpu,4,8,continuous,3,5,1,ok,,200,worker-1,prefix_affinity,2,1,512,128,128,0.08867014900010872,0.035897440118109386,4.647645044000001
aws-a10g-4gpu,4,8,continuous,3,6,2,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.057579165000106514,0.03420020800787438,4.401005582000153
aws-a10g-4gpu,4,8,continuous,3,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.05659689399999479,0.03643498683464627,4.683840222000072
aws-a10g-4gpu,4,8,continuous,4,0,0,ok,,200,worker-2,prefix_affinity,1,0,512,128,128,0.050648504000037065,0.03591192144094426,4.611462526999958
aws-a10g-4gpu,4,8,continuous,4,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.05177676599987535,0.03589352075590523,4.61025390199984
aws-a10g-4gpu,4,8,continuous,4,2,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10080837700002121,0.03632400349606291,4.713956821000011
aws-a10g-4gpu,4,8,continuous,4,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10068751500011786,0.0363239902677167,4.713834279000139
aws-a10g-4gpu,4,8,continuous,4,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.08766974900004243,0.03586244792126036,4.642200635000108
aws-a10g-4gpu,4,8,continuous,4,5,1,ok,,200,worker-1,prefix_affinity,2,1,512,128,128,0.12318571400010114,0.035844569763779456,4.675446074000092
aws-a10g-4gpu,4,8,continuous,4,6,2,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.058555524999974295,0.03419382525196952,4.401171332000104
aws-a10g-4gpu,4,8,continuous,4,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.05614851600012116,0.036375323590550755,4.675814612000067
aws-a10g-4gpu,4,16,continuous,0,0,0,ok,,200,worker-2,prefix_affinity,1,0,512,128,128,0.05721617800008971,0.03639990164566822,4.680003686999953
aws-a10g-4gpu,4,16,continuous,0,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.05785772200010797,0.036348216181102,4.674081177000062
aws-a10g-4gpu,4,16,continuous,0,2,2,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.14671731799990084,0.03683473785039367,4.824729024999897
aws-a10g-4gpu,4,16,continuous,0,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10299154399990584,0.03689824803937008,4.789069044999906
aws-a10g-4gpu,4,16,continuous,0,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.09296104899999591,0.036382287110236,4.713511511999968
aws-a10g-4gpu,4,16,continuous,0,5,1,ok,,200,worker-1,prefix_affinity,3,2,512,128,128,0.13304194800002733,0.03631600378740071,4.745174428999917
aws-a10g-4gpu,4,16,continuous,0,6,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10062418600000456,0.036896465015748316,4.786475243000041
aws-a10g-4gpu,4,16,continuous,0,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.05844311300006666,0.03695381760629842,4.751577948999966
aws-a10g-4gpu,4,16,continuous,0,8,0,ok,,200,worker-2,prefix_affinity,4,3,512,128,128,0.1329763759999878,0.03634931951181196,4.7493399540001064
aws-a10g-4gpu,4,16,continuous,0,9,1,ok,,200,worker-1,prefix_affinity,4,3,512,128,128,0.131307101999937,0.036324731685040454,4.744548026000075
aws-a10g-4gpu,4,16,continuous,0,10,2,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.14143636899984813,0.03683209448818913,4.819112368999868
aws-a10g-4gpu,4,16,continuous,0,11,3,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.06512210000005325,0.03640624137795306,4.688714755000092
aws-a10g-4gpu,4,16,continuous,0,12,0,ok,,200,worker-2,prefix_affinity,3,2,512,128,128,0.13116882000008445,0.03635046543307027,4.747677930000009
aws-a10g-4gpu,4,16,continuous,0,13,1,ok,,200,worker-1,prefix_affinity,2,1,512,128,128,0.12861349799982236,0.03632314030708793,4.741652316999989
aws-a10g-4gpu,4,16,continuous,0,14,2,ok,,200,worker-3,affinity_overridden_by_load,3,2,512,128,128,0.1429245599999831,0.036337338393700624,4.757766535999963
aws-a10g-4gpu,4,16,continuous,0,15,3,ok,,200,worker-3,affinity_overridden_by_load,2,1,512,128,128,0.10146235299998807,0.03642318848818918,4.727207291000013
aws-a10g-4gpu,4,16,continuous,1,0,0,ok,,200,worker-2,prefix_affinity,1,0,512,128,128,0.05765936800003146,0.036399041944881125,4.680337694999935
aws-a10g-4gpu,4,16,continuous,1,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.05984160200000588,0.036350449275590745,4.676348660000031
aws-a10g-4gpu,4,16,continuous,1,2,2,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.14982414099995367,0.03682644420472406,4.826782554999909
aws-a10g-4gpu,4,16,continuous,1,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10652732600010495,0.03688574685039263,4.7910171759999685
aws-a10g-4gpu,4,16,continuous,1,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.09388405800018518,0.036379081842519874,4.7140274520002095
aws-a10g-4gpu,4,16,continuous,1,5,1,ok,,200,worker-1,prefix_affinity,3,2,512,128,128,0.13442272599991156,0.03632200230708625,4.7473170189998655
aws-a10g-4gpu,4,16,continuous,1,6,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10438021200002368,0.036885087149606643,4.788786280000068
aws-a10g-4gpu,4,16,continuous,1,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.06195758599983492,0.03692846087401664,4.751872116999948
aws-a10g-4gpu,4,16,continuous,1,8,0,ok,,200,worker-2,prefix_affinity,4,3,512,128,128,0.13454469899988908,0.036329046952757175,4.74833366200005
aws-a10g-4gpu,4,16,continuous,1,9,1,ok,,200,worker-1,prefix_affinity,4,3,512,128,128,0.13288373499995032,0.03632418220472501,4.746054875000027
aws-a10g-4gpu,4,16,continuous,1,10,2,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.1449118800001088,0.036824751181101185,4.821655279999959
aws-a10g-4gpu,4,16,continuous,1,11,3,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.06969283400007953,0.03641738835433068,4.694701155000075
aws-a10g-4gpu,4,16,continuous,1,12,0,ok,,200,worker-2,prefix_affinity,3,2,512,128,128,0.13251279699989027,0.03633001974015845,4.746425304000013
aws-a10g-4gpu,4,16,continuous,1,13,1,ok,,200,worker-1,prefix_affinity,2,1,512,128,128,0.13026497100008783,0.036321550960629674,4.743101943000056
aws-a10g-4gpu,4,16,continuous,1,14,2,ok,,200,worker-3,affinity_overridden_by_load,3,2,512,128,128,0.1474861020001299,0.03633410622834649,4.761917593000135
aws-a10g-4gpu,4,16,continuous,1,15,3,ok,,200,worker-3,affinity_overridden_by_load,2,1,512,128,128,0.10692149400006201,0.036381613905512596,4.727386460000162
aws-a10g-4gpu,4,16,continuous,2,0,0,ok,,200,worker-2,prefix_affinity,1,0,512,128,128,0.05687930700014476,0.0363962115196844,4.679198170000063
aws-a10g-4gpu,4,16,continuous,2,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.05706988199995067,0.03635152460629962,4.673713507000002
aws-a10g-4gpu,4,16,continuous,2,2,2,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.1463598479999746,0.03683340798425086,4.824202661999834
aws-a10g-4gpu,4,16,continuous,2,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10313713000005009,0.036888507251968426,4.78797755100004
aws-a10g-4gpu,4,16,continuous,2,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.09295190400007414,0.036379001236220905,4.713085061000129
aws-a10g-4gpu,4,16,continuous,2,5,1,ok,,200,worker-1,prefix_affinity,3,2,512,128,128,0.1319924130000345,0.03631263922834585,4.743697594999958
aws-a10g-4gpu,4,16,continuous,2,6,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.101004125000145,0.03688728470078643,4.785689282000021
aws-a10g-4gpu,4,16,continuous,2,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.05880796899987217,0.036967196204725085,4.753641886999958
aws-a10g-4gpu,4,16,continuous,2,8,0,ok,,200,worker-2,prefix_affinity,4,3,512,128,128,0.133693108999978,0.036366335889764324,4.752217767000047
aws-a10g-4gpu,4,16,continuous,2,9,1,ok,,200,worker-1,prefix_affinity,4,3,512,128,128,0.1304459999998926,0.036319443149605425,4.743015279999781
aws-a10g-4gpu,4,16,continuous,2,10,2,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.14128092000009929,0.036832719307085426,4.819036271999948
aws-a10g-4gpu,4,16,continuous,2,11,3,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.0662537370001246,0.03639612322047104,4.688561385999947
aws-a10g-4gpu,4,16,continuous,2,12,0,ok,,200,worker-2,prefix_affinity,3,2,512,128,128,0.13176536799983296,0.036366545669291615,4.7503166679998685
aws-a10g-4gpu,4,16,continuous,2,13,1,ok,,200,worker-1,prefix_affinity,2,1,512,128,128,0.12757092900005773,0.036320720181102724,4.740302392000103
aws-a10g-4gpu,4,16,continuous,2,14,2,ok,,200,worker-3,affinity_overridden_by_load,3,2,512,128,128,0.10698895199993785,0.0363476555039382,4.7231412010000895
aws-a10g-4gpu,4,16,continuous,2,15,3,ok,,200,worker-3,affinity_overridden_by_load,2,1,512,128,128,0.10602181199988081,0.03634647752755882,4.722024457999851
aws-a10g-4gpu,4,16,continuous,3,0,0,ok,,200,worker-2,prefix_affinity,1,0,512,128,128,0.0581480680000368,0.036397556385827916,4.680637729000182
aws-a10g-4gpu,4,16,continuous,3,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.05994145500017112,0.036349310590549785,4.6763038999999935
aws-a10g-4gpu,4,16,continuous,3,2,2,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.1471365060001517,0.03682867983464592,4.824378845000183
aws-a10g-4gpu,4,16,continuous,3,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10407916600001954,0.036886650708662115,4.788683806000108
aws-a10g-4gpu,4,16,continuous,3,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.09415518399987377,0.03638059627559142,4.714490910999984
aws-a10g-4gpu,4,16,continuous,3,5,1,ok,,200,worker-1,prefix_affinity,3,2,512,128,128,0.13460898099992846,0.03632027708661331,4.747284170999819
aws-a10g-4gpu,4,16,continuous,3,6,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.1019514929998877,0.03688604195275637,4.786478820999946
aws-a10g-4gpu,4,16,continuous,3,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.05946050500006095,0.03695471831495911,4.752709730999868
aws-a10g-4gpu,4,16,continuous,3,8,0,ok,,200,worker-2,prefix_affinity,4,3,512,128,128,0.13473471299994344,0.03634453529921338,4.750490696000043
aws-a10g-4gpu,4,16,continuous,3,9,1,ok,,200,worker-1,prefix_affinity,4,3,512,128,128,0.1330870589999904,0.036323323055116784,4.7461490869998215
aws-a10g-4gpu,4,16,continuous,3,10,2,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.14215225499992812,0.03682692081889851,4.8191711990000385
aws-a10g-4gpu,4,16,continuous,3,11,3,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.0717412650001279,0.03639788119685041,4.69427217700013
aws-a10g-4gpu,4,16,continuous,3,12,0,ok,,200,worker-2,prefix_affinity,3,2,512,128,128,0.13291163500002767,0.03634581666929223,4.748830352000141
aws-a10g-4gpu,4,16,continuous,3,13,1,ok,,200,worker-1,prefix_affinity,2,1,512,128,128,0.13025842199999715,0.03632287398425354,4.743263418000197
aws-a10g-4gpu,4,16,continuous,3,14,2,ok,,200,worker-3,affinity_overridden_by_load,3,2,512,128,128,0.11247424800012595,0.036353591866140136,4.729380414999923
aws-a10g-4gpu,4,16,continuous,3,15,3,ok,,200,worker-3,affinity_overridden_by_load,2,1,512,128,128,0.111486098000114,0.03635298807086556,4.72831558300004
aws-a10g-4gpu,4,16,continuous,4,0,0,ok,,200,worker-2,prefix_affinity,1,0,512,128,128,0.05704703600008543,0.03640041924409447,4.6799002800000835
aws-a10g-4gpu,4,16,continuous,4,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.05768771800012473,0.036353562614173045,4.674590170000101
aws-a10g-4gpu,4,16,continuous,4,2,2,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.14612218599995686,0.03683100841732177,4.823660254999822
aws-a10g-4gpu,4,16,continuous,4,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10317378800004917,0.03688488430708727,4.787554095000132
aws-a10g-4gpu,4,16,continuous,4,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.09349287999998523,0.03637656089763798,4.713316114000008
aws-a10g-4gpu,4,16,continuous,4,5,1,ok,,200,worker-1,prefix_affinity,3,2,512,128,128,0.1318258229998719,0.03632110299999986,4.7446059039998545
aws-a10g-4gpu,4,16,continuous,4,6,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10101507399986076,0.036884371456694216,4.785330249000026
aws-a10g-4gpu,4,16,continuous,4,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.058663338000087606,0.036932734803149216,4.749120658000038
aws-a10g-4gpu,4,16,continuous,4,8,0,ok,,200,worker-2,prefix_affinity,4,3,512,128,128,0.13337119500010886,0.03634313889763754,4.748949835000076
aws-a10g-4gpu,4,16,continuous,4,9,1,ok,,200,worker-1,prefix_affinity,4,3,512,128,128,0.13028293100001065,0.03632357447244123,4.7433768890000465
aws-a10g-4gpu,4,16,continuous,4,10,2,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.14107144200011135,0.036829511614173034,4.8184194170000865
aws-a10g-4gpu,4,16,continuous,4,11,3,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.06579266400012784,0.036397173322833494,4.688233675999982
aws-a10g-4gpu,4,16,continuous,4,12,0,ok,,200,worker-2,prefix_affinity,3,2,512,128,128,0.13156172800017885,0.036342698968503,4.74708449700006
aws-a10g-4gpu,4,16,continuous,4,13,1,ok,,200,worker-1,prefix_affinity,2,1,512,128,128,0.12763619699990159,0.036320276212597855,4.740311275999829
aws-a10g-4gpu,4,16,continuous,4,14,2,ok,,200,worker-3,affinity_overridden_by_load,3,2,512,128,128,0.10892293599999903,0.036329462496063225,4.722764673000029
aws-a10g-4gpu,4,16,continuous,4,15,3,ok,,200,worker-3,affinity_overridden_by_load,2,1,512,128,128,0.10807653799997752,0.03632869216535506,4.72182044300007
aws-a10g-4gpu,4,32,continuous,0,0,0,ok,,200,worker-2,prefix_affinity,1,0,512,128,128,0.08161837400007244,0.037228222960629505,4.80960269000002
aws-a10g-4gpu,4,32,continuous,0,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.08323103699990497,0.03913652925984397,5.053570253000089
aws-a10g-4gpu,4,32,continuous,0,2,2,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.11444607499993253,0.037344341669291306,4.857177466999929
aws-a10g-4gpu,4,32,continuous,0,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.13754725500007225,0.039062513716535394,5.098486497000067
aws-a10g-4gpu,4,32,continuous,0,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.11873242499996195,0.03717865492125935,4.8404215999999
aws-a10g-4gpu,4,32,continuous,0,5,1,ok,,200,worker-1,prefix_affinity,9,8,512,128,128,0.2408167979999689,0.03901606290551136,5.1958567869999115
aws-a10g-4gpu,4,32,continuous,0,6,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.16715780000004088,0.03910983885826703,5.134107334999953
aws-a10g-4gpu,4,32,continuous,0,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.0858291619999818,0.03913806833858198,5.056363840999893
aws-a10g-4gpu,4,32,continuous,0,8,0,ok,,200,worker-2,prefix_affinity,6,5,512,128,128,0.23334355299994058,0.037099923212598175,4.945033800999909
aws-a10g-4gpu,4,32,continuous,0,9,1,ok,,200,worker-1,prefix_affinity,7,6,512,128,128,0.23742226799981836,0.039026365480315614,5.193770683999901
aws-a10g-4gpu,4,32,continuous,0,10,2,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.16374427799996738,0.03911137156692921,5.130888466999977
aws-a10g-4gpu,4,32,continuous,0,11,3,ok,,200,worker-3,affinity_overridden_by_load,7,6,512,128,128,0.2621974419998878,0.037256134559055944,4.993726530999993
aws-a10g-4gpu,4,32,continuous,0,12,0,ok,,200,worker-2,prefix_affinity,3,2,512,128,128,0.1439135670000269,0.037207798362203,4.869303958999808
aws-a10g-4gpu,4,32,continuous,0,13,1,ok,,200,worker-1,prefix_affinity,4,3,512,128,128,0.18574890500008223,0.039120441456692946,5.154044970000086
aws-a10g-4gpu,4,32,continuous,0,14,2,ok,,200,worker-0,prefix_affinity,8,7,512,128,128,0.24566535899998598,0.03900243496062955,5.198974598999939
aws-a10g-4gpu,4,32,continuous,0,15,3,ok,,200,worker-0,prefix_affinity,9,8,512,128,128,0.2445738059998348,0.03899945703149634,5.19750484899987
aws-a10g-4gpu,4,32,continuous,0,16,0,ok,,200,worker-3,affinity_overridden_by_load,2,1,512,128,128,0.17376338600001873,0.03735278176377971,4.917566670000042
aws-a10g-4gpu,4,32,continuous,0,17,1,ok,,200,worker-1,prefix_affinity,2,1,512,128,128,0.13797376299999087,0.039170226519685256,5.112592531000018
aws-a10g-4gpu,4,32,continuous,0,18,2,ok,,200,worker-3,affinity_overridden_by_load,3,2,512,128,128,0.17185861699999805,0.0373587869291323,4.9164245569998
aws-a10g-4gpu,4,32,continuous,0,19,3,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.2419162609999148,0.038988280188975946,5.19342784499986
aws-a10g-4gpu,4,32,continuous,0,20,0,ok,,200,worker-2,prefix_affinity,7,6,512,128,128,0.22314730100015367,0.037100581968503306,4.9349212110000735
aws-a10g-4gpu,4,32,continuous,0,21,1,ok,,200,worker-1,prefix_affinity,6,5,512,128,128,0.227499810999916,0.039017740740157354,5.1827528849999
aws-a10g-4gpu,4,32,continuous,0,22,2,ok,,200,worker-3,affinity_overridden_by_load,4,3,512,128,128,0.20856949900007749,0.037318565228346645,4.948027283000101
aws-a10g-4gpu,4,32,continuous,0,23,3,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.15233456199985085,0.03910944822047258,5.119234485999868
aws-a10g-4gpu,4,32,continuous,0,24,0,ok,,200,worker-2,prefix_affinity,4,3,512,128,128,0.17889834300012808,0.037144176566929615,4.896208767000189
aws-a10g-4gpu,4,32,continuous,0,25,1,ok,,200,worker-1,prefix_affinity,5,4,512,128,128,0.1749884020000536,0.03911900127559062,5.143101564000062
aws-a10g-4gpu,4,32,continuous,0,26,2,ok,,200,worker-3,affinity_overridden_by_load,6,5,512,128,128,0.24926684399997612,0.03726844434645607,4.982359275999897
aws-a10g-4gpu,4,32,continuous,0,27,3,ok,,200,worker-0,prefix_affinity,6,5,512,128,128,0.18952935399988746,0.039064659724408916,5.15074113899982
aws-a10g-4gpu,4,32,continuous,0,28,0,ok,,200,worker-2,prefix_affinity,5,4,512,128,128,0.17549063199999182,0.037150028503937726,4.893544252000083
aws-a10g-4gpu,4,32,continuous,0,29,1,ok,,200,worker-1,prefix_affinity,8,7,512,128,128,0.22212059999992562,0.03901650464567006,5.177216690000023
aws-a10g-4gpu,4,32,continuous,0,30,2,ok,,200,worker-3,affinity_overridden_by_load,5,4,512,128,128,0.24739197399981094,0.037262096181103606,4.979678188999969
aws-a10g-4gpu,4,32,continuous,0,31,3,ok,,200,worker-1,affinity_overridden_by_load,3,2,512,128,128,0.17111961199998404,0.03911914253543241,5.1392507139999
aws-a10g-4gpu,4,32,continuous,1,0,0,ok,,200,worker-2,prefix_affinity,1,0,512,128,128,0.07624615999998241,0.03723736055905654,4.805390951000163
aws-a10g-4gpu,4,32,continuous,1,1,1,ok,,200,worker-1,prefix_affinity,1,0,512,128,128,0.07837433300005614,0.03920415826771713,5.057302433000132
aws-a10g-4gpu,4,32,continuous,1,2,2,ok,,200,worker-3,affinity_overridden_by_load,1,0,512,128,128,0.10522001200001796,0.037293720370077756,4.841522498999893
aws-a10g-4gpu,4,32,continuous,1,3,3,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.12436604300000909,0.03913053833858383,5.093944412000155
aws-a10g-4gpu,4,32,continuous,1,4,0,ok,,200,worker-2,prefix_affinity,2,1,512,128,128,0.11580603899983544,0.037203052763781067,4.840593740000031
aws-a10g-4gpu,4,32,continuous,1,5,1,ok,,200,worker-1,prefix_affinity,9,8,512,128,128,0.23830610499999239,0.03903526039370062,5.195784174999972
aws-a10g-4gpu,4,32,continuous,1,6,2,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.16159311499995965,0.039121414921259576,5.130012809999926
aws-a10g-4gpu,4,32,continuous,1,7,3,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.08060961799992583,0.039163091992126225,5.0543223009999565
aws-a10g-4gpu,4,32,continuous,1,8,0,ok,,200,worker-2,prefix_affinity,6,5,512,128,128,0.23150576500006537,0.03710906856692926,4.944357473000082
aws-a10g-4gpu,4,32,continuous,1,9,1,ok,,200,worker-1,prefix_affinity,7,6,512,128,128,0.23715698099999827,0.03900291737795311,5.190527488000043
aws-a10g-4gpu,4,32,continuous,1,10,2,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.1577935969999089,0.03912006032283526,5.1260412579999866
