deployment,worker_count,concurrency,mode,run_index,request_index,prefix_group,status,error,http_status,backend,route_reason,backend_outstanding_at_route,queue_depth_at_route,input_tokens,requested_output_tokens,output_tokens,ttft_seconds,tpot_seconds,e2e_seconds
aws-a10g-1gpu,1,8,continuous,3,5,1,ok,,200,worker-0,prefix_affinity,8,7,512,128,128,0.14508472499983327,0.037378555527560475,4.892161277000014
aws-a10g-1gpu,1,8,continuous,3,6,2,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.1449529320000238,0.03738146874015875,4.892399462000185
aws-a10g-1gpu,1,8,continuous,3,7,3,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.10023927700012791,0.037464964826771335,4.8582898100000875
aws-a10g-1gpu,1,8,continuous,4,0,0,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.05521021499998824,0.03751796988189106,4.819992390000152
aws-a10g-1gpu,1,8,continuous,4,1,1,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10506183699999383,0.03745185648818826,4.861447610999903
aws-a10g-1gpu,1,8,continuous,4,2,2,ok,,200,worker-0,prefix_affinity,6,5,512,128,128,0.10464770899989162,0.037438858858268496,4.85938278399999
aws-a10g-1gpu,1,8,continuous,4,3,3,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.10282178600004954,0.03744374685039281,4.858177635999937
aws-a10g-1gpu,1,8,continuous,4,4,0,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10397680300002321,0.0374524816141733,4.860441968000032
aws-a10g-1gpu,1,8,continuous,4,5,1,ok,,200,worker-0,prefix_affinity,8,7,512,128,128,0.10411858600014057,0.0374564958110228,4.8610935540000355
aws-a10g-1gpu,1,8,continuous,4,6,2,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.10384579000015037,0.03745893137795251,4.861130075000119
aws-a10g-1gpu,1,8,continuous,4,7,3,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.1028466870000102,0.03745394378740178,4.859497548000036
aws-a10g-1gpu,1,16,continuous,0,0,0,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.06167507999998634,0.03937512016535389,5.06231534099993
aws-a10g-1gpu,1,16,continuous,0,1,1,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10773432699988916,0.03933202488976499,5.102901488000043
aws-a10g-1gpu,1,16,continuous,0,2,2,ok,,200,worker-0,prefix_affinity,14,13,512,128,128,0.2055644229999416,0.03912191450393855,5.174047565000137
aws-a10g-1gpu,1,16,continuous,0,3,3,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.10517388699986441,0.03933308311023598,5.1004754419998335
aws-a10g-1gpu,1,16,continuous,0,4,0,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10631298299995251,0.03933495393700798,5.101852132999966
aws-a10g-1gpu,1,16,continuous,0,5,1,ok,,200,worker-0,prefix_affinity,10,9,512,128,128,0.1567453719999321,0.039241621370079006,5.140431285999966
aws-a10g-1gpu,1,16,continuous,0,6,2,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.15826179700002285,0.03923585989763896,5.141216004000171
aws-a10g-1gpu,1,16,continuous,0,7,3,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.10494723199985856,0.039334683377953164,5.10045202099991
aws-a10g-1gpu,1,16,continuous,0,8,0,ok,,200,worker-0,prefix_affinity,15,14,512,128,128,0.20112788999995246,0.03912189907086618,5.1696090719999575
aws-a10g-1gpu,1,16,continuous,0,9,1,ok,,200,worker-0,prefix_affinity,16,15,512,128,128,0.20044249500006117,0.03913317586614174,5.170355830000062
aws-a10g-1gpu,1,16,continuous,0,10,2,ok,,200,worker-0,prefix_affinity,11,10,512,128,128,0.15312514800007193,0.03923264439369961,5.135670985999923
aws-a10g-1gpu,1,16,continuous,0,11,3,ok,,200,worker-0,prefix_affinity,9,8,512,128,128,0.1511765519999244,0.039237310724408996,5.134315013999867
aws-a10g-1gpu,1,16,continuous,0,12,0,ok,,200,worker-0,prefix_affinity,6,5,512,128,128,0.10070735399995101,0.039332053236220896,5.095878115000005
aws-a10g-1gpu,1,16,continuous,0,13,1,ok,,200,worker-0,prefix_affinity,8,7,512,128,128,0.15378225300014492,0.03923493026771634,5.13661839700012
aws-a10g-1gpu,1,16,continuous,0,14,2,ok,,200,worker-0,prefix_affinity,13,12,512,128,128,0.1529717050000272,0.03923334392913431,5.135606384000084
aws-a10g-1gpu,1,16,continuous,0,15,3,ok,,200,worker-0,prefix_affinity,12,11,512,128,128,0.15051531800008888,0.03923390229133868,5.1332209090001015
aws-a10g-1gpu,1,16,continuous,1,0,0,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.06023059799986186,0.0394219929921263,5.066823707999902
aws-a10g-1gpu,1,16,continuous,1,1,1,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10741841599997315,0.03935985377952921,5.106119846000183
aws-a10g-1gpu,1,16,continuous,1,2,2,ok,,200,worker-0,prefix_affinity,13,12,512,128,128,0.17485574800002723,0.03917393984251943,5.149946107999995
aws-a10g-1gpu,1,16,continuous,1,3,3,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.10581004000005123,0.03935590462992161,5.104009928000096
aws-a10g-1gpu,1,16,continuous,1,4,0,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10659964799992849,0.03935499784251881,5.104684373999817
aws-a10g-1gpu,1,16,continuous,1,5,1,ok,,200,worker-0,prefix_affinity,10,9,512,128,128,0.17174202700016394,0.03916952698425056,5.146271953999985
aws-a10g-1gpu,1,16,continuous,1,6,2,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.17268920800006526,0.03917544964566855,5.147971312999971
aws-a10g-1gpu,1,16,continuous,1,7,3,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.10448437900004137,0.039360189850393315,5.103228489999992
aws-a10g-1gpu,1,16,continuous,1,8,0,ok,,200,worker-0,prefix_affinity,15,14,512,128,128,0.17029911400004494,0.03917046275590497,5.144947883999976
aws-a10g-1gpu,1,16,continuous,1,9,1,ok,,200,worker-0,prefix_affinity,16,15,512,128,128,0.1659936349999498,0.039172562960629875,5.140909130999944
aws-a10g-1gpu,1,16,continuous,1,10,2,ok,,200,worker-0,prefix_affinity,11,10,512,128,128,0.16583651200016902,0.03917826513385782,5.141476184000112
aws-a10g-1gpu,1,16,continuous,1,11,3,ok,,200,worker-0,prefix_affinity,9,8,512,128,128,0.16437077800014777,0.03917182530708523,5.139192591999972
aws-a10g-1gpu,1,16,continuous,1,12,0,ok,,200,worker-0,prefix_affinity,6,5,512,128,128,0.16714198199997554,0.03916923107086641,5.141634328000009
aws-a10g-1gpu,1,16,continuous,1,13,1,ok,,200,worker-0,prefix_affinity,8,7,512,128,128,0.16783641799997895,0.039171060795275825,5.1425611390000086
aws-a10g-1gpu,1,16,continuous,1,14,2,ok,,200,worker-0,prefix_affinity,14,13,512,128,128,0.16387888700000985,0.03917842711023616,5.139539130000003
aws-a10g-1gpu,1,16,continuous,1,15,3,ok,,200,worker-0,prefix_affinity,12,11,512,128,128,0.16496234199985338,0.03916860728346601,5.139375467000036
aws-a10g-1gpu,1,16,continuous,2,0,0,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.059480629999825396,0.039523360850394304,5.078947457999902
aws-a10g-1gpu,1,16,continuous,2,1,1,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10590616200011027,0.039473111299212466,5.118991297000093
aws-a10g-1gpu,1,16,continuous,2,2,2,ok,,200,worker-0,prefix_affinity,13,12,512,128,128,0.1748784589999559,0.03924934092913459,5.159544757000049
aws-a10g-1gpu,1,16,continuous,2,3,3,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.10477185600007033,0.03946473992125967,5.116793826000048
aws-a10g-1gpu,1,16,continuous,2,4,0,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10475063600006251,0.039471278496061434,5.117603004999864
aws-a10g-1gpu,1,16,continuous,2,5,1,ok,,200,worker-0,prefix_affinity,10,9,512,128,128,0.17380579500013482,0.03925100459054995,5.158683377999978
aws-a10g-1gpu,1,16,continuous,2,6,2,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.1744967600000109,0.03925145870078726,5.159432014999993
aws-a10g-1gpu,1,16,continuous,2,7,3,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.1033894639999744,0.03947156110236184,5.116277723999929
aws-a10g-1gpu,1,16,continuous,2,8,0,ok,,200,worker-0,prefix_affinity,15,14,512,128,128,0.21904848899998797,0.039128029196850246,5.188308196999969
aws-a10g-1gpu,1,16,continuous,2,9,1,ok,,200,worker-0,prefix_affinity,16,15,512,128,128,0.17220292800016068,0.039248948716535746,5.1568194150002
aws-a10g-1gpu,1,16,continuous,2,10,2,ok,,200,worker-0,prefix_affinity,11,10,512,128,128,0.16987600500010558,0.03924833641732278,5.154414730000099
aws-a10g-1gpu,1,16,continuous,2,11,3,ok,,200,worker-0,prefix_affinity,9,8,512,128,128,0.1682112359999337,0.03924139704724446,5.15186866099998
aws-a10g-1gpu,1,16,continuous,2,12,0,ok,,200,worker-0,prefix_affinity,6,5,512,128,128,0.16946799599986662,0.03924981786614206,5.1541948649999085
aws-a10g-1gpu,1,16,continuous,2,13,1,ok,,200,worker-0,prefix_affinity,8,7,512,128,128,0.1702091320000818,0.039250284653543153,5.154995283000062
aws-a10g-1gpu,1,16,continuous,2,14,2,ok,,200,worker-0,prefix_affinity,14,13,512,128,128,0.21481706200006556,0.039139844362204364,5.1855772960000195
aws-a10g-1gpu,1,16,continuous,2,15,3,ok,,200,worker-0,prefix_affinity,12,11,512,128,128,0.21386014999984582,0.039130385472442034,5.1834191049999845
aws-a10g-1gpu,1,16,continuous,3,0,0,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.06379053299997395,0.03941839432283499,5.0699266120000175
aws-a10g-1gpu,1,16,continuous,3,1,1,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.11108091899995998,0.03935845176378043,5.109604293000075
aws-a10g-1gpu,1,16,continuous,3,2,2,ok,,200,worker-0,prefix_affinity,13,12,512,128,128,0.17679716799989365,0.03918576858267815,5.153389778000019
aws-a10g-1gpu,1,16,continuous,3,3,3,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.10929493899993759,0.03935469269291338,5.1073409109999375
aws-a10g-1gpu,1,16,continuous,3,4,0,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10982740100007504,0.039357263228346595,5.108199831000093
aws-a10g-1gpu,1,16,continuous,3,5,1,ok,,200,worker-0,prefix_affinity,10,9,512,128,128,0.17407053500005532,0.03918504770078693,5.150571592999995
aws-a10g-1gpu,1,16,continuous,3,6,2,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.17551255800003673,0.03918888511023712,5.152500967000151
aws-a10g-1gpu,1,16,continuous,3,7,3,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.10837665700000798,0.03935792844094439,5.106833568999946
aws-a10g-1gpu,1,16,continuous,3,8,0,ok,,200,worker-0,prefix_affinity,15,14,512,128,128,0.17402936399980717,0.039187399803149746,5.150829138999825
aws-a10g-1gpu,1,16,continuous,3,9,1,ok,,200,worker-0,prefix_affinity,16,15,512,128,128,0.1699194099999204,0.039179564740157644,5.145724131999941
aws-a10g-1gpu,1,16,continuous,3,10,2,ok,,200,worker-0,prefix_affinity,11,10,512,128,128,0.1696912950001206,0.039180527598424435,5.145618300000024
aws-a10g-1gpu,1,16,continuous,3,11,3,ok,,200,worker-0,prefix_affinity,9,8,512,128,128,0.1674766329999784,0.03917693043307213,5.142946798000139
aws-a10g-1gpu,1,16,continuous,3,12,0,ok,,200,worker-0,prefix_affinity,6,5,512,128,128,0.169557321999946,0.0391826047322837,5.145748122999976
aws-a10g-1gpu,1,16,continuous,3,13,1,ok,,200,worker-0,prefix_affinity,8,7,512,128,128,0.17060604600010265,0.039186898527559175,5.147342159000118
aws-a10g-1gpu,1,16,continuous,3,14,2,ok,,200,worker-0,prefix_affinity,14,13,512,128,128,0.168059797000069,0.03918178321259802,5.144146265000018
aws-a10g-1gpu,1,16,continuous,3,15,3,ok,,200,worker-0,prefix_affinity,12,11,512,128,128,0.16713354500006972,0.03918107225984307,5.14312972200014
aws-a10g-1gpu,1,16,continuous,4,0,0,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.06022915300013665,0.03941690191338532,5.066175696000073
aws-a10g-1gpu,1,16,continuous,4,1,1,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.10741590600014206,0.039355442157480276,5.105557060000137
aws-a10g-1gpu,1,16,continuous,4,2,2,ok,,200,worker-0,prefix_affinity,13,12,512,128,128,0.1699166900000364,0.039177580669292805,5.145469435000223
aws-a10g-1gpu,1,16,continuous,4,3,3,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.10575453699993886,0.03935107930708651,5.103341608999926
aws-a10g-1gpu,1,16,continuous,4,4,0,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.10598401300012483,0.039355390417322125,5.104118596000035
aws-a10g-1gpu,1,16,continuous,4,5,1,ok,,200,worker-0,prefix_affinity,10,9,512,128,128,0.17035719000000427,0.03918595236220469,5.14697314
aws-a10g-1gpu,1,16,continuous,4,6,2,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.17225116300005539,0.03918635276377925,5.14891796400002
aws-a10g-1gpu,1,16,continuous,4,7,3,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.10450182900012805,0.039355873031495785,5.102697704000093
aws-a10g-1gpu,1,16,continuous,4,8,0,ok,,200,worker-0,prefix_affinity,15,14,512,128,128,0.1695592010000837,0.03918293733070777,5.14579224199997
aws-a10g-1gpu,1,16,continuous,4,9,1,ok,,200,worker-0,prefix_affinity,16,15,512,128,128,0.16981467700020403,0.03918800083464538,5.146690783000167
aws-a10g-1gpu,1,16,continuous,4,10,2,ok,,200,worker-0,prefix_affinity,11,10,512,128,128,0.16562256100019113,0.039185581724408204,5.142191440000033
aws-a10g-1gpu,1,16,continuous,4,11,3,ok,,200,worker-0,prefix_affinity,9,8,512,128,128,0.16322233699997923,0.03918357568503901,5.139536448999934
aws-a10g-1gpu,1,16,continuous,4,12,0,ok,,200,worker-0,prefix_affinity,6,5,512,128,128,0.165809936000187,0.03918536691338435,5.1423515339999994
aws-a10g-1gpu,1,16,continuous,4,13,1,ok,,200,worker-0,prefix_affinity,8,7,512,128,128,0.1670641840000826,0.039187346803148074,5.143857227999888
aws-a10g-1gpu,1,16,continuous,4,14,2,ok,,200,worker-0,prefix_affinity,14,13,512,128,128,0.16414899699998386,0.03918580070866103,5.140745686999935
aws-a10g-1gpu,1,16,continuous,4,15,3,ok,,200,worker-0,prefix_affinity,12,11,512,128,128,0.16305410300014955,0.03918568117322811,5.13963561200012
aws-a10g-1gpu,1,32,continuous,0,0,0,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.0844775389998631,0.041548705803150614,5.361163175999991
aws-a10g-1gpu,1,32,continuous,0,1,1,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.1278438639999422,0.04153503140157485,5.402792851999948
aws-a10g-1gpu,1,32,continuous,0,2,2,ok,,200,worker-0,prefix_affinity,9,8,512,128,128,0.17009913399988363,0.04151724044094601,5.442788670000027
aws-a10g-1gpu,1,32,continuous,0,3,3,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.17031572899986713,0.041523799251969085,5.443838233999941
aws-a10g-1gpu,1,32,continuous,0,4,0,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.12499935899995762,0.04154146107086712,5.400764915000082
aws-a10g-1gpu,1,32,continuous,0,5,1,ok,,200,worker-0,prefix_affinity,30,29,512,128,128,0.3222610679999889,0.040971044826771795,5.525583761000007
aws-a10g-1gpu,1,32,continuous,0,6,2,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.1674383829999897,0.04152165392913306,5.440688431999888
aws-a10g-1gpu,1,32,continuous,0,7,3,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.12211766299992632,0.04154737278740259,5.398634007000055
aws-a10g-1gpu,1,32,continuous,0,8,0,ok,,200,worker-0,prefix_affinity,23,22,512,128,128,0.3177946239998164,0.0409753689448835,5.521666480000022
aws-a10g-1gpu,1,32,continuous,0,9,1,ok,,200,worker-0,prefix_affinity,25,24,512,128,128,0.3167307799999435,0.04096773655905641,5.519633323000107
aws-a10g-1gpu,1,32,continuous,0,10,2,ok,,200,worker-0,prefix_affinity,10,9,512,128,128,0.2273935690000144,0.041367634251968426,5.4810831190000044
aws-a10g-1gpu,1,32,continuous,0,11,3,ok,,200,worker-0,prefix_affinity,32,31,512,128,128,0.36483189499995206,0.04078948774015836,5.545096838000063
aws-a10g-1gpu,1,32,continuous,0,12,0,ok,,200,worker-0,prefix_affinity,6,5,512,128,128,0.16223730399997294,0.041519410960630936,5.435202496000102
aws-a10g-1gpu,1,32,continuous,0,13,1,ok,,200,worker-0,prefix_affinity,16,15,512,128,128,0.22382760699997561,0.04138250175590542,5.479405329999963
aws-a10g-1gpu,1,32,continuous,0,14,2,ok,,200,worker-0,prefix_affinity,26,25,512,128,128,0.3082905070000379,0.04097678007873919,5.512341576999916
aws-a10g-1gpu,1,32,continuous,0,15,3,ok,,200,worker-0,prefix_affinity,31,30,512,128,128,0.3647789830001784,0.04075921783464406,5.541199647999974
aws-a10g-1gpu,1,32,continuous,0,16,0,ok,,200,worker-0,prefix_affinity,12,11,512,128,128,0.22324641399995926,0.04137408574015675,5.477755302999867
aws-a10g-1gpu,1,32,continuous,0,17,1,ok,,200,worker-0,prefix_affinity,8,7,512,128,128,0.15753963600013776,0.04153195360629793,5.432097743999975
aws-a10g-1gpu,1,32,continuous,0,18,2,ok,,200,worker-0,prefix_affinity,15,14,512,128,128,0.218007094000086,0.04141799792126035,5.478092830000151
aws-a10g-1gpu,1,32,continuous,0,19,3,ok,,200,worker-0,prefix_affinity,21,20,512,128,128,0.30536852899990663,0.0410213881102377,5.515084819000094
aws-a10g-1gpu,1,32,continuous,0,20,0,ok,,200,worker-0,prefix_affinity,27,26,512,128,128,0.30979877099980513,0.04095789633858271,5.5114516059998095
aws-a10g-1gpu,1,32,continuous,0,21,1,ok,,200,worker-0,prefix_affinity,22,21,512,128,128,0.3098627029999079,0.04098846727559098,5.515398046999962
aws-a10g-1gpu,1,32,continuous,0,22,2,ok,,200,worker-0,prefix_affinity,20,19,512,128,128,0.30729556400001456,0.0409939144015758,5.513522693000141
aws-a10g-1gpu,1,32,continuous,0,23,3,ok,,200,worker-0,prefix_affinity,13,12,512,128,128,0.21533415299995795,0.041411277763778905,5.4745664289998786
aws-a10g-1gpu,1,32,continuous,0,24,0,ok,,200,worker-0,prefix_affinity,11,10,512,128,128,0.2170878229999289,0.041379829173229514,5.472326128000077
aws-a10g-1gpu,1,32,continuous,0,25,1,ok,,200,worker-0,prefix_affinity,19,18,512,128,128,0.30700993699997525,0.04095929511023551,5.5088404159998845
aws-a10g-1gpu,1,32,continuous,0,26,2,ok,,200,worker-0,prefix_affinity,28,27,512,128,128,0.3028650020000896,0.04100772826771526,5.510846491999928
aws-a10g-1gpu,1,32,continuous,0,27,3,ok,,200,worker-0,prefix_affinity,17,16,512,128,128,0.21342943900003775,0.0413945921889761,5.470542647000002
aws-a10g-1gpu,1,32,continuous,0,28,0,ok,,200,worker-0,prefix_affinity,18,17,512,128,128,0.2123116539999046,0.04136746140944868,5.465979252999887
aws-a10g-1gpu,1,32,continuous,0,29,1,ok,,200,worker-0,prefix_affinity,29,28,512,128,128,0.30148681100013164,0.040947271913385014,5.501790344000028
aws-a10g-1gpu,1,32,continuous,0,30,2,ok,,200,worker-0,prefix_affinity,24,23,512,128,128,0.29521732700004577,0.04099493489763883,5.501574059000177
aws-a10g-1gpu,1,32,continuous,0,31,3,ok,,200,worker-0,prefix_affinity,14,13,512,128,128,0.21031405700000505,0.04137909285826771,5.4654588500000045
aws-a10g-1gpu,1,32,continuous,1,0,0,ok,,200,worker-0,prefix_affinity,1,0,512,128,128,0.08296638399997391,0.04147118589763723,5.349806992999902
aws-a10g-1gpu,1,32,continuous,1,1,1,ok,,200,worker-0,prefix_affinity,2,1,512,128,128,0.12355467599991243,0.04147379351968449,5.390726452999843
aws-a10g-1gpu,1,32,continuous,1,2,2,ok,,200,worker-0,prefix_affinity,9,8,512,128,128,0.17212119099986012,0.041419512984251866,5.432399339999847
aws-a10g-1gpu,1,32,continuous,1,3,3,ok,,200,worker-0,prefix_affinity,5,4,512,128,128,0.17199842800005172,0.04143593840157566,5.43436260500016
aws-a10g-1gpu,1,32,continuous,1,4,0,ok,,200,worker-0,prefix_affinity,3,2,512,128,128,0.12072072099999787,0.04147952656692931,5.38862059500002
aws-a10g-1gpu,1,32,continuous,1,5,1,ok,,200,worker-0,prefix_affinity,30,29,512,128,128,0.3174586560000989,0.04090513999999995,5.512411436000093
aws-a10g-1gpu,1,32,continuous,1,6,2,ok,,200,worker-0,prefix_affinity,7,6,512,128,128,0.1662982269999702,0.041468043464566486,5.432739746999914
aws-a10g-1gpu,1,32,continuous,1,7,3,ok,,200,worker-0,prefix_affinity,4,3,512,128,128,0.1651141600000301,0.041468032204724885,5.43155425000009
aws-a10g-1gpu,1,32,continuous,1,8,0,ok,,200,worker-0,prefix_affinity,23,22,512,128,128,0.3221179340000617,0.04083339551180963,5.507959163999885
aws-a10g-1gpu,1,32,continuous,1,9,1,ok,,200,worker-0,prefix_affinity,25,24,512,128,128,0.31942381199996817,0.040884283606298887,5.511727829999927
aws-a10g-1gpu,1,32,continuous,1,10,2,ok,,200,worker-0,prefix_affinity,10,9,512,128,128,0.16536599599999136,0.04144178696063093,5.42847294000012
aws-a10g-1gpu,1,32,continuous,1,11,3,ok,,200,worker-0,prefix_affinity,32,31,512,128,128,0.3181718630000887,0.04089213907086488,5.5114735249999285
